time,hr
14269.71777,73
14274.71774,72
14279.71777,67
14284.71777,65
14291.71777,53
14299.71777,46
14304.71777,52
14308.71777,56
14314.71777,56
14318.71774,58
14321.71777,58
14330.71774,64
14334.71777,62
14336.71777,62
14344.71777,62
14351.71777,63
14354.71774,62
14359.71774,61
14364.71777,62
14369.71777,62
14374.71774,62
14381.71777,63
14389.71777,64
14391.71777,64
14396.71774,64
14401.71777,65
14410.71777,64
14413.71777,64
14417.71777,65
14423.71777,63
14428.71777,61
14433.71777,59
14440.71774,59
14443.71774,59
14448.71777,61
14453.71777,61
14462.71777,65
14464.71777,65
14471.71777,63
14476.71777,62
14478.71774,62
14483.71777,61
14488.71777,61
14493.71777,61
14499.71777,61
14508.71777,65
14511.71777,68
14514.71774,68
14519.71774,67
14524.71774,64
14529.71777,61
14535.71777,60
14541.71777,61
14549.71777,60
14551.71777,60
14559.71777,60
14561.71777,59
14567.71777,59
14572.71774,59
14577.71777,59
14582.71777,60
14587.71777,60
14594.71777,61
14602.71777,61
14604.71777,62
14610.71777,60
14619.71777,55
14622.71777,55
14629.71777,55
14630.71777,55
14640.71774,57
14641.71777,57
14647.71777,57
14652.71777,57
14657.71774,57
14662.71774,58
14667.71774,57
14672.71777,57
14677.71777,55
14686.71777,69
14688.71777,69
14693.71777,69
14698.71774,69
14703.71777,68
14712.71777,57
14717.71777,56
14719.71774,57
14723.71777,57
14733.71777,57
14734.71777,56
14739.71777,58
14744.71777,60
14749.71777,63
14754.71777,63
14759.71777,63
14768.71777,64
14771.71777,63
14775.71777,63
14780.71777,64
14786.71777,64
14791.71774,63
14800.71777,60
14805.71777,60
14806.71774,60
14811.71777,62
14819.71777,68
14821.71777,69
14826.71777,68
14831.71777,59
14841.71774,53
14845.71774,52
14850.71777,53
14852.71777,53
14858.71777,54
14864.71777,56
14868.71774,56
14873.71777,56
14882.71777,67
14885.71774,69
14888.71777,69
14894.71777,68
14903.71777,59
14905.71777,59
14910.71777,59
14916.71777,59
14920.71777,59
14928.71777,55
14934.71777,59
14935.71777,58
14944.71777,57
14948.71777,53
14950.71777,53
14959.71777,53
14961.71777,54
14965.71774,55
14973.71777,52
14975.71777,53
14980.71777,54
14985.71774,54
14990.71777,53
15000.71777,67
15001.71774,65
15010.71777,57
15014.71777,61
15020.71777,60
15021.71777,61
15027.71777,64
15034.71777,61
15038.71777,60
15042.71777,62
15046.71774,62
15055.71777,62
15056.71774,62
15065.71777,64
15068.71777,65
15076.71777,64
15077.71777,64
15082.71774,62
15087.71777,63
15096.71777,62
15101.71777,60
15104.71777,60
15107.71777,61
15117.71777,61
15118.71774,61
15126.71774,61
15128.71777,63
15136.71777,65
15139.71777,65
15143.71777,65
15148.71777,65
15153.71777,63
15158.71774,64
15163.71774,64
15168.71774,64
15195.57715,63
15200.57715,82
15201.57715,81
15206.62402,80
15215.62402,50
15220.62402,53
15225.62402,57
15230.62402,57
15231.62402,57
15246.54199,59
15252.54196,59
15257.54199,58
15258.54199,58
15266.54196,59
15268.54199,59
15273.54196,59
15282.54199,59
15284.54199,59
15291.54199,56
15297.54199,56
15298.54196,57
15303.54199,57
15308.54199,58
15313.54199,57
15318.54199,56
15325.54199,58
15328.54199,57
15333.54199,57
15339.54199,57
15344.57715,57
15358.57715,72
15369.57715,61
15374.57715,60
15375.57715,60
15385.44824,59
15390.44824,64
15395.44821,64
15397.44821,63
15402.44824,62
15411.44824,58
15414.44824,59
15417.44821,59
15422.44824,58
15427.44824,58
15432.44824,57
15439.44824,56
15442.44821,56
15447.44824,57
15454.44824,52
15458.44821,56
15467.4834,51
15471.48337,54
15478.4834,54
15479.48337,54
15484.4834,54
15490.48337,54
15500.37793,55
15501.3779,55
15507.37793,55
15518.37793,56
15525.42477,56
15534.4248,68
15539.4248,69
15540.42477,69
15545.4248,71
15554.4248,78
15555.4248,83
15564.31933,83
15570.31933,82
15571.31933,82
15580.31933,65
15583.31933,65
15586.31933,67
15591.3193,68
15604.35449,67
15610.35449,87
15613.35446,87
15616.35449,87
15625.35449,63
15628.35449,63
15641.26074,64
15644.26074,62
15647.26074,61
15653.26074,61
15660.26071,59
15666.26074,65
15668.26074,65
15676.26074,65
15678.26071,67
15683.26071,65
15688.26071,61
15693.26074,61
15703.26074,63
15706.26074,67
15711.26071,65
15714.26074,67
15719.26071,68
15724.26071,68
15729.26074,72
15736.26074,69
15739.26074,69
15744.26074,71
15749.26074,71
15755.26074,72
15759.26071,74
15768.2959,72
15772.29587,69
15774.2959,69
15780.2959,69
15790.2959,63
15796.2959,63
15799.2959,63
15802.2959,63
15807.2959,62
15813.2959,62
15818.2959,61
15827.2959,61
15828.2959,62
15833.29587,62
15838.2959,63
15843.2959,65
15849.29587,63
15858.2959,60
15859.2959,59
15864.2959,59
15871.2959,54
15874.2959,54
15879.2959,55
15884.2959,55
15889.2959,55
15894.2959,55
15899.2959,57
15905.2959,58
15913.2959,59
15915.29587,59
15920.2959,59
15926.2959,59
15931.29587,59
15936.2959,59
15941.2959,58
15947.2959,56
15952.2959,57
15957.2959,56
15962.2959,55
15967.2959,56
15974.2959,55
15977.2959,56
15982.2959,56
15988.2959,55
15993.29587,55
15998.2959,55
16003.2959,55
16008.2959,55
16013.2959,55
16021.29587,55
16023.2959,55
16029.2959,55
16034.29587,54
16043.2959,54
16048.2959,54
16049.2959,54
16054.2959,54
16059.2959,54
16067.2959,53
16069.2959,53
16077.2959,53
16081.29587,53
16086.29587,53
16091.2959,54
16096.29587,53
16101.2959,54
16109.2959,57
16112.29587,59
16121.2959,58
16122.2959,58
16132.29342,54
16133.29342,54
16138.29342,54
16147.29342,53
16150.29342,53
16153.29342,53
16158.29342,53
16166.29339,54
16173.29342,54
16178.29339,55
16184.29339,58
16186.29342,59
16191.29339,58
16196.29342,54
16206.29342,52
16209.29342,53
16212.29342,53
16217.29342,53
16227.29342,52
16228.29339,52
16238.29342,52
16242.29342,52
16248.29342,52
16250.29342,52
16258.29342,52
16261.29342,52
16264.29342,52
16275.29342,53
16278.29339,54
16281.29342,53
16288.29342,53
16293.29342,54
16296.29342,55
16304.29342,56
16306.29342,56
16314.29342,60
16318.29339,61
16321.29339,61
16326.29342,59
16334.29342,57
16336.29342,58
16345.29342,59
16347.29342,60
16351.29339,59
16356.29342,59
16362.29342,56
16367.29339,55
16372.29342,54
16377.29342,55
16382.29342,55
16388.29342,56
16396.29342,59
16403.29342,57
16404.29339,57
16409.29342,57
16414.29342,56
16420.29342,56
16426.29342,56
16434.29342,54
16438.29342,55
16442.29342,55
16447.29342,55
16452.29342,55
16457.29342,55
16462.29342,54
16467.29342,54
16472.29339,54
16477.29342,54
16482.29342,54
16487.29342,54
16492.29342,54
16497.29342,54
16507.29342,54
16508.29339,54
16513.29342,54
16520.29342,55
16523.29342,56
16529.29339,56
16533.29342,56
16539.29342,56
16543.29342,57
16550.29342,58
16556.29339,57
16558.29342,57
16564.29339,57
16569.29339,57
16574.29342,56
16579.29339,57
16584.29342,57
16589.29342,59
16595.29342,58
16604.29342,57
16605.29339,57
16610.29342,57
16615.29342,56
16623.29342,58
16626.29342,61
16630.29342,63
16636.29339,60
16642.29342,59
16651.29342,57
16652.29342,57
16657.29342,57
16662.29342,58
16667.29342,58
16672.29339,58
16677.29342,58
16682.29342,58
16688.29342,59
16694.29342,64
16704.29342,56
16705.29342,56
16710.29342,56
16721.29342,56
16722.29339,56
16727.29342,56
16736.29342,56
16739.29342,56
16742.29342,56
16747.29342,57
16755.29339,57
16757.29339,56
16762.29342,56
16767.29342,57
16772.29342,57
16778.29342,57
16783.29342,59
16790.29342,57
16795.29342,59
16800.29342,59
16807.29339,58
16810.29339,56
16815.29342,55
16821.29342,56
16827.29342,56
16832.29339,56
16841.29342,58
16842.29342,59
16847.29342,59
16858.29342,55
16861.29342,55
16864.29342,55
16869.29342,54
16877.29342,55
16883.29342,61
16885.29342,61
16890.29342,62
16896.29342,62
16902.29339,59
16911.29342,58
16912.29342,58
16917.29342,58
16922.29342,59
16927.29342,58
16934.29342,58
16938.29339,59
16943.29342,59
16948.29342,60
16955.29342,59
16958.29339,59
16966.29342,59
16968.29342,59
16977.29342,59
16978.29339,59
16983.29342,59
16988.29342,59
16996.29342,59
16998.29342,59
17003.29342,59
17008.29342,59
17013.29339,60
17020.29339,60
17027.29342,59
17028.29342,59
17038.29342,59
17039.29342,59
17046.29342,59
17052.29342,59
17056.29342,59
17062.29342,59
17068.29342,59
17073.29342,59
17080.29342,59
17086.29339,61
17088.29342,61
17093.29342,61
17098.29342,61
17103.29342,60
17108.29342,59
17114.29339,59
17123.29342,57
17126.29342,57
17129.29342,57
17136.29339,57
17140.29342,57
17145.29342,58
17150.29342,59
17156.29342,59
17161.29342,59
17166.29342,59
17172.29342,59
17179.29339,55
17186.29342,56
17191.29342,56
17193.29342,57
17197.29342,56
17207.29342,58
17209.29342,59
17213.29342,59
17227.14104,59
17229.14104,59
17234.14107,59
17242.14104,59
17248.14107,59
17249.17623,59
17260.17623,65
17277.1762,65
17280.17623,65
17295.17623,94
17298.17623,83
17311.04732,55
17316.04732,56
17319.04729,57
17326.04732,63
17331.04732,61
17337.04732,60
17342.04732,60
17343.04729,61
17352.04732,60
17357.04732,58
17360.04729,59
17363.04732,58
17368.04729,59
17373.04732,59
17378.04729,59
17387.04732,60
17390.04729,61
17393.04732,61
17398.04732,59
17403.04732,60
17411.04732,60
17413.04732,60
17418.04732,59
17424.04732,59
17432.04732,59
17434.04729,60
17440.04729,59
17444.04732,59
17449.04732,59
17458.04732,59
17463.04732,58
17464.04732,58
17469.04732,56
17478.04732,54
17480.04732,54
17484.04732,54
17492.04732,57
17494.04732,58
17499.04732,60
17505.04732,59
17511.04732,59
17516.04729,59
17525.0942,52
17530.0942,52
17532.0942,53
17536.0942,52
17546.0942,50
17550.0942,52
17560.98873,52
17565.98873,56
17573.98873,54
17574.98873,54
17579.98873,53
17588.98873,52
17590.98873,52
17595.98873,53
17602.9887,56
17605.98873,57
17610.98873,56
17615.98873,55
17620.98873,53
17626.98873,53
17631.98873,53
17637.98873,53
17643.98873,55
17651.9887,59
17653.98873,59
17658.98873,58
17663.98873,57
17668.98873,57
17673.9887,58
17678.98873,55
17686.9887,52
17689.98873,53
17694.98873,53
17699.9887,54
17704.98873,56
17709.98873,54
17718.98873,56
17720.98873,56
17726.9887,57
17731.98873,58
17736.9887,57
17741.9887,56
17746.9887,55
17751.98873,55
17757.98873,56
17762.9887,56
17767.98873,56
17772.9887,56
17777.98873,56
17783.98873,56
17788.98873,56
17793.98873,56
17798.98873,56
17803.98873,57
17809.98873,56
17815.98873,56
17820.98873,56
17825.9887,56
17830.9887,56
17835.9887,56
17842.9887,56
17845.9887,56
17850.9887,55
17855.9887,55
17860.98873,55
17867.98873,56
17871.98873,58
17879.9887,56
17882.98873,56
17887.98873,55
17892.98873,55
17897.9887,55
17902.9887,54
17907.98873,54
17912.9887,54
17918.98873,55
17922.98873,55
17927.98873,57
17932.98873,59
17938.9887,58
17943.98873,56
17949.98873,55
17954.9887,56
17959.98873,56
17968.9887,57
17970.98873,57
17977.9887,56
17980.98873,57
17990.98873,57
17991.98873,57
17996.98873,56
18001.98873,56
18009.9887,54
18011.9887,54
18016.98873,55
18022.98873,57
18026.98873,58
18031.98873,57
18036.98873,57
18042.98873,57
18051.98873,56
18053.98873,56
18057.98873,56
18063.98873,57
18069.98873,57
18074.98873,58
18079.98873,57
18084.98873,57
18089.98873,57
18094.98873,58
18099.98873,58
18104.98873,58
18112.9887,56
18114.98873,56
18120.9887,56
18125.98873,56
18134.9887,55
18136.98873,56
18141.9887,57
18146.98873,57
18151.9887,59
18158.98873,58
18162.9887,59
18171.9887,57
18173.9887,57
18178.9887,56
18184.98873,57
18188.98873,57
18194.98873,57
18199.98873,56
18205.98873,56
18209.98873,56
18214.98873,59
18219.98873,58
18225.98873,58
18230.9887,58
18235.98873,58
18240.98873,59
18245.9887,59
18250.98873,59
18255.9887,59
18260.98873,56
18265.9887,56
18270.98873,56
18276.98873,57
18281.98873,57
18286.98873,59
18294.98873,59
18297.9887,59
18302.9887,59
18307.9887,59
18312.9887,59
18317.9887,59
18322.98873,55
18327.98873,59
18334.98873,59
18339.98873,59
18343.98873,59
18347.98873,59
18352.9887,59
18359.98873,59
18363.9887,59
18370.98873,58
18373.98873,59
18379.98873,58
18386.98873,57
18390.98873,58
18395.9887,57
18400.98873,57
18405.98873,57
18410.9887,57
18415.98873,57
18423.9887,55
18429.9887,55
18433.98873,56
18436.98873,56
18441.9887,56
18446.98873,56
18451.9887,56
18456.98873,55
18463.98873,56
18468.9887,58
18473.9887,57
18478.98873,58
18486.98873,58
18489.9887,59
18493.9887,59
18498.98873,57
18503.98873,58
18508.98873,55
18518.98873,59
18519.98873,59
18524.98873,59
18529.9887,59
18534.98873,58
18539.9887,59
18547.98873,58
18550.98873,58
18556.98873,59
18561.98873,59
18566.9887,59
18571.98873,58
18577.98873,59
18583.98873,57
18592.98873,57
18593.98873,57
18599.98873,57
18604.9887,57
18609.98873,57
18614.98873,58
18619.98873,58
18625.98873,58
18632.98873,58
18635.9887,59
18641.9887,58
18645.98873,58
18650.9887,57
18659.98873,58
18660.9887,58
18666.98873,58
18670.98873,59
18675.9887,56
18680.98873,55
18685.98873,57
18690.98873,58
18695.98873,61
18701.98873,59
18705.98873,59
18710.98873,59
18716.98873,59
18721.98873,59
18727.98873,59
18732.9887,59
18737.98873,59
18743.98873,59
18749.98873,59
18753.98873,60
18758.98873,59
18763.9887,60
18772.98873,59
18777.98873,58
18781.98873,59
18783.98873,59
18788.9887,58
18796.98873,56
18798.9887,56
18807.9887,57
18809.98873,58
18814.98873,58
18819.98873,58
18825.98873,59
18830.98873,59
18834.9887,59
18839.98873,59
18846.98873,59
18850.9887,59
18855.98873,59
18860.9887,59
18865.98873,58
18870.9887,58
18878.98873,59
18880.9887,59
18885.98873,56
18895.98873,57
18896.98873,57
18906.98873,57
18907.98873,56
18912.98873,57
18917.98873,60
18922.98873,60
18927.98873,61
18932.98873,60
18937.9887,60
18942.98873,59
18948.98873,59
18953.98873,59
18958.98873,60
18964.98873,60
18969.98873,60
18975.02389,60
18985.02386,60
18987.02389,60
18995.02389,59
18997.02389,59
19001.02386,56
19006.02389,54
19013.02389,54
19019.02386,57
19021.02389,56
19026.02389,49
19035.02389,48
19040.02389,49
19045.02389,52
19047.02389,52
19051.02389,52
19056.02389,53
19064.02389,68
19067.02389,68
19071.02389,69
19077.02389,82
19081.02389,83
19096.02386,51
19101.02389,51
19103.02389,52
19111.91842,56
19114.91842,56
19117.91842,56
19122.91842,57
19127.91839,59
19132.91839,58
19141.95431,57
19143.95431,57
19151.95431,50
19154.95428,51
19161.95431,51
19163.95431,51
19175.83712,54
19178.83709,53
19184.83712,52
19190.83712,52
19198.83712,51
19199.83712,51
19207.83712,54
19212.83712,59
19217.83712,56
19219.83712,56
19225.83712,52
19230.83712,51
19235.83712,51
19240.83712,52
19247.83712,59
19251.83712,59
19257.87154,61
19264.87154,61
19269.87154,62
19276.87154,62
19277.87154,62
19282.87154,62
19291.87154,52
19292.87154,53
19302.78951,56
19303.78948,56
19313.78951,59
19315.78951,59
19323.78951,60
19324.78948,61
19329.78951,59
19335.78948,59
19340.78951,59
19350.78948,59
19354.78951,60
19358.78948,60
19364.78951,61
19366.78951,61
19371.78951,61
19379.78948,59
19382.78948,59
19391.78948,60
19393.78951,60
19402.78951,59
19405.78951,59
19408.78951,60
19413.78951,61
19418.78951,61
19423.78951,60
19431.78951,61
19434.78951,61
19439.78948,61
19444.78951,60
19449.78951,61
19458.78951,60
19462.78948,59
19464.78948,59
19469.78951,58
19475.78951,57
19483.78951,57
19485.78951,57
19493.78951,57
19495.78951,57
19505.78951,57
19510.78951,57
19511.78951,57
19518.78951,56
19521.78951,56
19529.78951,53
19535.78948,54
19541.78951,56
19543.78948,56
19547.78951,58
19552.78951,58
19557.78951,59
19562.78951,59
19567.78951,58
19572.78951,57
19577.78948,58
19582.78951,57
19587.78948,61
19596.78951,57
19600.78951,57
19603.78951,58
19607.78951,58
19613.78951,60
19621.78951,57
19623.78951,56
19628.78951,57
19637.78951,59
19642.78951,58
19643.78951,58
19649.78948,59
19654.78951,59
19659.78951,59
19664.78951,61
19669.78951,60
19674.78948,60
19679.78951,58
19688.78951,59
19689.78948,59
19694.78951,59
19699.78951,65
19705.78951,63
19709.78951,65
19717.78951,64
19719.78948,64
19724.78951,64
19734.78659,64
19738.78659,63
19740.78659,63
19748.78659,63
19750.78659,64
19756.78659,62
19762.78659,65
19769.78659,62
19772.78659,62
19777.78659,61
19782.78659,60
19788.78659,60
19795.78659,59
19800.78656,60
19804.78659,63
19813.78659,67
19814.78659,68
19819.78656,69
19824.78659,69
19833.82175,69
19835.82175,69
19842.82175,62
19845.82175,61
19854.82175,60
19859.82175,60
19868.68113,60
19870.68113,60
19875.68113,59
19881.6811,58
19888.68113,58
19891.6811,58
19900.68113,58
19901.6811,59
19906.68113,59
19911.68113,62
19917.6811,63
19922.6811,65
19927.68113,64
19932.6811,63
19937.68113,67
19942.6811,67
19947.68113,69
19952.6811,69
19957.68113,67
19966.6811,59
19970.6811,59
19972.68113,59
19980.68113,59
19985.6811,59
19987.68113,60
19992.6811,60
20000.6811,65
20003.6811,67
20011.68113,65
20013.6811,65
20018.6811,65
20025.68113,62
20032.68113,59
20033.68113,58
20042.6811,56
20047.68113,54
20051.68113,56
20057.68113,57
20058.68113,58
20063.68113,64
20068.68113,68
20074.68113,67
20079.68113,65
20084.6811,63
20093.68113,60
20096.6811,59
20101.6811,58
20107.6811,58
20109.68113,58
20114.68113,59
20119.68113,59
20124.68113,59
20132.68113,65
20134.68113,65
20139.68113,67
20149.68113,67
20153.68113,65
20155.68113,65
20163.6811,63
20165.6811,62
20170.6811,59
20179.68113,59
20182.68113,59
20185.68113,59
20192.68113,59
20199.68113,59
20203.68113,59
20205.68113,59
20210.728,59
20215.728,59
20223.728,62
20226.728,62
20230.72797,63
20235.728,67
20248.61078,60
20253.61081,61
20255.61081,61
20264.61078,63
20266.61081,62
20271.64597,62
20280.64594,68
20285.64597,68
20288.64594,68
20291.64597,68
20296.64597,65
20304.64597,59
20307.64597,59
20311.64597,59
20316.64597,60
20331.50534,67
20334.50534,65
20337.50534,65
20344.50534,63
20350.50534,62
20352.5405,63
20358.5405,62
20363.5405,62
20372.5405,59
20373.5405,59
20379.5405,58
20383.5405,59
20388.5405,59
20395.5405,67
20402.5405,67
20404.5405,65
20410.5405,61
20416.5405,60
20424.5405,60
20426.5405,59
20433.5405,62
20436.5405,62
20441.5405,64
20450.5405,68
20452.5405,67
20456.54047,67
20461.5405,65
20470.5405,65
20472.5405,65
20479.5405,62
20481.5405,62
20489.5405,60
20491.5405,61
20498.5405,61
20502.5405,63
20507.5405,65
20513.5405,68
20518.5405,68
20523.5405,68
20528.5405,68
20533.5405,68
20539.5405,68
20545.5405,68
20550.5405,63
20555.5405,61
20560.5405,60
20566.5405,62
20574.5405,69
20576.54047,69
20584.5405,68
20586.5405,67
20591.5405,65
20596.54047,63
20605.5405,58
20611.5405,57
20616.5405,56
20620.5405,58
20623.54047,58
20628.5405,65
20637.5405,74
20641.5405,74
20643.5405,74
20651.5405,69
20653.5405,69
20658.5405,72
20665.5405,72
20668.5405,72
20673.5405,68
20678.5405,67
20684.5405,60
20689.5405,59
20695.5405,59
20702.5405,60
20705.5405,61
20710.5405,60
20716.5405,65
20722.5405,63
20725.5405,65
20730.5405,65
20740.5405,68
20744.5405,67
20746.5405,67
20752.5405,67
20759.5405,65
20762.5405,64
20767.5405,64
20774.54047,64
20780.5405,65
20784.5405,65
20789.5405,65
20794.5405,65
20799.5405,64
20805.5405,62
20810.54047,62
20815.5405,63
20820.5405,69
20826.5405,74
20831.54047,77
20836.5405,77
20847.54047,58
20852.5405,58
20854.5405,58
20863.5405,56
20868.5405,58
20873.5405,59
20874.5405,60
20881.5405,59
20885.5405,59
20890.54047,59
20895.5405,58
20901.5405,59
20910.5405,59
20912.54047,60
20919.5405,60
20924.5405,61
20927.5405,61
20935.5405,62
20939.54047,64
20943.54047,63
20948.54047,59
20953.5405,58
20958.5405,60
20963.5405,64
20969.5405,65
20978.5405,62
20981.5405,61
20986.5405,60
20991.5405,59
20996.54047,59
21001.54047,59
21006.5405,59
21016.5405,62
21017.54047,61
21025.5405,58
21032.5405,55
21038.5405,53
21042.5405,54
21049.54047,56
21056.5405,61
21057.5405,61
21062.5405,62
21070.5405,63
21072.54047,63
21079.5405,64
21083.5405,64
21092.5405,63
21097.5405,63
21098.5405,63
21103.5405,65
21108.5405,67
21114.5405,68
21118.5405,65
21123.5405,68
21128.5405,69
21133.5405,68
21140.5405,63
21146.5405,67
21152.5405,63
21153.5405,64
21158.5405,65
21166.5405,64
21168.5405,65
21173.5405,65
21178.5405,69
21184.54047,65
21191.5405,65
21194.5405,64
21200.5405,65
21207.5405,64
21214.54047,68
21216.5405,68
21221.5405,68
21230.5405,64
21235.54047,61
21236.54047,61
21241.54047,61
21246.5405,65
21251.5405,63
21260.5405,65
21261.54047,67
21266.54047,68
21275.5405,71
21280.54047,74
21282.5405,74
21288.5405,74
21293.54047,72
21302.5405,61
21305.54047,61
21313.5405,59
21318.5405,59
21319.5405,59
21325.5405,59
21330.5405,59
21335.5405,59
21340.54047,62
21345.5405,63
21354.5405,65
21357.5405,65
21364.5405,64
21367.5405,62
21371.5405,62
21376.5405,62
21381.5405,62
21386.54047,62
21391.5405,62
21396.54047,62
21403.54047,64
21406.5405,63
21413.5405,61
21416.54047,61
21421.5405,61
21433.41156,62
21437.41159,63
21446.41159,62
21447.41156,62
21452.41159,62
21458.44675,62
21462.44675,62
21472.44675,48
21477.44672,49
21482.44675,50
21487.44675,52
21488.44675,53
21497.36469,54
21504.36472,54
21509.36472,55
21510.36472,55
21520.36472,54
21521.36472,54
21530.36472,65
21535.36472,64
21537.36472,64
21545.36472,61
21546.36469,61
21551.36472,59
21556.36472,60
21561.36472,59
21566.36472,59
21572.36472,59
21578.36472,58
21585.36472,59
21589.36469,58
21591.36472,58
21596.36469,58
21601.36472,58
21612.36472,58
21613.36472,59
21619.36472,59
21628.36472,59
21629.36472,59
21637.36469,59
21639.36472,59
21645.36469,60
21653.36472,61
21655.36472,61
21663.36472,60
21665.36472,59
21669.36472,59
21674.36472,59
21683.36472,61
21688.36472,61
21691.36472,61
21694.36472,61
21699.36472,61
21707.39985,65
21714.39988,63
21720.39985,62
21723.39988,62
21726.39988,62
21731.39988,62
21745.31784,65
21748.31784,63
21756.31784,67
21759.31781,65
21764.31784,65
21769.31781,65
21776.31784,62
21779.31781,61
21787.31784,58
21789.31784,59
21794.31784,59
21802.31784,59
21805.31784,59
21816.31781,63
21817.31784,63
21822.31781,63
21827.31784,63
21832.31784,63
21838.31784,61
21845.31784,61
21849.31784,62
21854.31784,62
21862.31784,59
21864.31784,59
21873.31781,60
21874.31781,59
21882.31784,59
21888.31784,58
21893.31784,57
21894.31784,57
21904.31784,57
21905.31784,56
21914.31784,60
21917.31784,61
21920.31781,63
21925.31784,63
21930.31781,63
21935.31784,65
21944.31784,72
21945.31784,71
21950.31784,71
21955.31784,69
21960.31781,69
21969.31784,59
21974.31784,58
21979.31784,59
21984.31784,60
21985.31784,60
21992.31784,59
21999.31784,59
22002.31784,60
22006.31784,61
22014.31784,64
22016.31784,64
22024.31784,65
22026.31784,65
22032.31784,68
22040.31784,68
22045.31784,67
22049.31784,67
22054.31784,67
22056.31784,65
22064.31784,65
22067.31781,65
22072.31781,65
22077.31781,65
22086.31784,65
22091.31784,68
22092.31781,68
22100.31784,65
22102.31784,65
22111.31784,65
22112.31784,65
22122.31784,64
22123.31784,64
22129.31781,63
22133.31784,62
22143.31784,53
22144.31784,53
22153.31784,59
22159.31784,62
22163.31784,61
22169.31784,62
22170.31784,62
22176.31784,64
22181.31784,64
22186.31781,65
22191.31784,64
22201.31784,63
22206.31784,62
22211.31784,62
22212.31784,62
22221.31781,60
22226.31781,59
22228.31784,59
22236.31784,57
22238.31781,58
22244.31781,58
22253.31784,62
22254.31781,62
22259.31784,62
22267.31784,62
22269.31784,63
22279.31784,63
22280.31784,63
22286.31784,64
22295.31784,62
22297.31784,62
22303.31784,63
22308.31784,59
22316.31784,55
22317.31784,55
22327.31784,54
22332.31784,57
22334.31784,56
22338.31784,56
22344.31784,55
22351.31781,55
22359.31784,56
22363.31784,56
22366.31784,56
22376.31784,57
22377.31784,57
22383.31784,57
22389.31784,57
22398.353,61
22399.353,62
22404.353,61
22412.353,55
22419.353,50
22423.353,54
22425.35297,55
22436.23581,62
22441.23581,62
22446.23581,62
22451.23581,63
22454.23581,63
22460.23581,63
22462.23581,64
22467.23578,63
22472.23581,59
22482.23581,60
22488.23581,63
22489.23581,64
22494.23581,65
22502.23578,62
22506.23578,60
22512.23581,62
22519.23581,62
22520.23581,62
22525.23581,62
22530.23581,62
22536.23581,62
22540.23581,61
22545.23578,62
22554.23581,60
22559.23578,60
22560.23581,60
22568.23578,62
22570.23581,62
22575.23578,63
22583.23581,67
22585.23581,68
22591.23581,68
22597.23581,67
22601.23581,67
22606.23581,67
22615.23578,68
22617.23578,68
22621.23581,68
22626.23581,68
22635.28269,68
22640.28266,68
22645.28269,68
22651.28266,68
22656.28269,68
22657.28269,68
22666.17722,69
22668.17722,68
22678.17722,67
22683.17722,68
22688.17719,71
22690.17722,71
22694.17722,72
22703.17719,69
22705.17722,69
22710.17719,69
22715.17719,68
22720.17722,68
22725.17722,68
22734.17722,69
22739.17722,68
22744.17722,68
22747.17722,68
22756.17722,65
22761.17719,67
22767.17722,65
22768.17722,65
22774.17722,65
22779.17719,65
22784.17722,65
22789.17722,65
22798.17722,67
22806.17722,65
22807.17719,65
22814.17722,67
22817.17722,65
22826.17722,65
22830.17722,68
22832.17722,68
22841.17722,69
22846.17722,71
22849.17722,71
22852.17722,71
22857.17722,71
22862.17722,69
22871.17722,63
22872.17722,63
22878.17719,63
22884.17719,63
22888.17722,63
22893.17719,62
22903.17722,61
22908.17722,62
22913.17722,62
22917.17722,63
22920.17719,63
22924.17722,64
22929.17722,64
22938.17722,64
22954.17722,65
22955.17719,65
22965.17722,68
22970.17722,67
22972.17722,67
22976.17722,68
22986.17722,67
22992.17722,63
22996.17722,63
23000.17722,63
23003.17719,63
23008.17719,63
23017.17722,62
23018.17722,61
23023.17719,62
23032.17722,63
23033.17719,63
23038.17722,63
23047.17722,61
23050.17722,61
23054.17719,62
23059.17722,62
23066.17719,62
23069.17722,62
23079.21238,56
23084.21238,55
23089.21238,56
23092.21238,56
23099.21238,61
23102.21235,61
23112.10691,61
23120.10691,63
23121.10691,64
23127.10691,64
23132.10688,64
23140.10688,63
23142.10688,63
23147.10691,63
23154.10691,64
23157.10691,63
23167.10688,59
23171.10691,57
23173.10691,57
23178.10691,58
23187.10691,59
23193.10691,60
23198.10691,59
23199.10691,59
23205.10691,59
23214.10691,59
23216.10691,59
23224.10691,59
23229.10691,60
23230.10688,60
23235.10691,63
23241.10688,61
23246.10688,62
23255.10691,61
23258.10691,63
23266.10688,61
23270.10691,61
23272.10688,61
23281.10691,60
23282.10691,60
23292.10691,59
23295.10691,59
23298.10691,59
23303.10688,59
23308.10688,59
23317.10688,59
23321.10691,58
23325.10691,58
23328.10691,58
23333.10577,56
23338.10574,54
23344.10574,55
23349.10577,56
23358.10574,60
23363.10577,61
23364.10577,61
23369.10577,61
23378.10577,59
23379.10577,59
23388.10577,59
23389.10574,59
23394.10577,59
23404.10577,57
23406.10577,59
23410.10577,59
23419.10577,64
23424.10577,62
23428.10577,60
23431.10577,59
23435.10574,59
23443.10577,58
23448.10577,58
23450.10574,58
23455.10577,57
23460.10577,57
23465.10577,57
